Account Name,Adjusted Cost,Adjusted Proceeds,Avg Buy Price,Avg Sell Price,Exit Efficiency,Best Exit,Best Exit Price,Best Exit Time,Close Date,Close Time,Commission,Duration,Emotions & Habits,Entry Price,Executions,Exit Price,Gross P&L,Trade Risk,Initial Target,Instrument,Spread Type,Market Context,Mistakes,Net P&L,Net ROI,Open Date,Open Time,Outcomes & Learnings,Pips,Reward Ratio,Points,Position MAE,Position MFE,Price MAE,Price MFE,Realized RR,Return Per Pip,Reviewed,Sector,Setups,Side,Status,Playbook,Symbol,Ticks Value,Ticks Per Contract,Fee,Swap,Trade Type,Rating,Quantity,Zella Score
JPATrades,6190.0,6800.0,3.095,3.4,111.72,546.0,3.312,2025-08-26 14:42:00 UTC,2025-08-26,10:12:12 EDT,0.0,1752.821,"calm & disciplined, confident, fomo, overconfident, trigger happy",3.04,12,3.4,610.0,-290.0,610.0,2025-09-05 234 CALL,single,bullish trend,"oversized, averaged up",610.0,0.09854604,2025-08-26,09:42:59 EDT,"",,2.10344828,,-224.0,624.4,2.943,3.409,2.10344828,,true,small caps,"break and retest 5 m, one candle strategy",long,Win,"",IWM,,,0.0,0.0,"day trade, etf, high conviction",4.0,20.0,97.69378603
JPATrades,3679.2,3840.0,4.599,4.8,11.17,1441.0,6.347,2025-08-26 14:37:00 UTC,2025-08-26,10:20:01 EDT,0.0,1145.375,"hesitant, confident, trigger happy, fomo",4.67,3,4.8,161.0,-119.0,241.0,2025-09-05 160 CALL,single,bullish trend,"sold early, averaged down, low risk-reward",161.0,0.04376189,2025-08-26,10:00:56 EDT,missed runner,,2.02521008,,-215.8,205.8,4.329,4.856,1.35294118,,true,tech,"break and retest 5 m, one candle strategy",long,Win,"",PLTR,,,0.0,0.0,"day trade, stock",3.0,8.0,78.23129252
JPATrades,6140.0,6970.0,3.07,3.485,96.51,860.0,3.77,2025-08-27 19:15:00 UTC,2025-08-27,09:45:01 EDT,0.0,399.87,"calm & disciplined, confident",3.07,10,3.47,830.0,-340.0,860.0,2025-09-05 235 CALL,single,bullish trend,oversized,830.0,0.13517915,2025-08-27,09:38:21 EDT,high risk-reward,,2.52941176,,0.0,878.0,3.05,3.51,2.44117647,,true,small caps,break and retest previous day,long,Win,"",IWM,,,0.0,0.0,"day trade, etf, high conviction",5.0,20.0,94.53302961
JPATrades,3449.7,3692.7,3.833,4.103,101.67,239.0,3.898,2025-08-27 15:15:00 UTC,2025-08-27,10:45:05 EDT,0.0,3877.495,"trigger happy, calm & disciplined, confident",3.9,6,3.94,243.0,-255.0,375.0,2025-09-05 230 CALL,single,bullish trend,"averaged down, low risk-reward",243.0,0.07043478,2025-08-27,09:40:28 EDT,"",,1.47058824,,-373.8,315.0,3.381,4.225,0.95294118,,true,tech,"break and retest 5 m, breakout, break and retest previous day",long,Win,"",AAPL,,,0.0,0.0,"day trade, stock",3.0,9.0,77.14285714
JPATrades,7277.6,9724.0,3.308,4.42,99.63,2456.0,4.81,2025-08-28 15:19:00 UTC,2025-08-28,11:10:57 EDT,0.0,5873.49,"overconfident, hesitant, tilt, trigger happy, blind faith",3.35,6,4.71,2447.0,-1888.0,0.0,2025-09-05 230 CALL,single,bullish trend,"stop not honored, oversized, low risk-reward, averaged down, emotional entry",2447.0,0.33621874,2025-08-28,09:33:04 EDT,"profitable scale-out, lucky",,,,-898.6,516.0,2.435,4.835,1.29608051,,true,cyclicals,breakout,long,Win,"",AMZN,,,0.0,0.0,"day trade, stock, high conviction",3.0,22.0,474.2248062
JPATrades,710.0,650.0,3.55,3.25,,-34.0,3.947,2025-08-28 16:23:00 UTC,2025-08-28,13:38:47 EDT,0.0,11715.318,boredom,3.55,3,3.25,-60.0,-34.0,0.0,2025-09-05 440 CALL,single,bullish trend,"stop not honored, low risk-reward, ignored plan, emotional entry",-60.0,-0.08450704,2025-08-28,10:23:32 EDT,"",,,,-146.6,79.4,2.817,3.947,-1.76470588,,true,industrials,"break and retest 5 m, break and retest current day range",long,Loss,"",CAT,,,0.0,0.0,"idea trade, day trade, stock",3.5,2.0,-40.92769441
JPATrades,3234.0,2912.0,4.62,4.16,,-413.0,,,2025-08-29,09:56:37 EDT,0.0,202.508,"boredom, calm & disciplined, overconfident",4.62,2,4.16,-322.0,-224.0,686.0,2025-09-05 573 CALL,single,bearish trend,oversized,-322.0,-0.0995671,2025-08-29,09:53:14 EDT,acknowledged mistake quickly,,3.0625,,-322.0,56.0,4.16,4.7,-1.4375,,true,tech,20 day simple bounce,long,Loss,"",QQQ,,,0.0,0.0,"idea trade, etf, day trade",3.0,7.0,-100.0
JPATrades,4106.2,4550.0,5.866,6.5,55.92,794.0,8.15,2025-08-29 16:51:00 UTC,2025-08-29,11:39:18 EDT,0.0,4991.961,"confident, hesitant, fomo, revenge",5.9,5,6.5,444.0,-606.0,794.0,2025-09-05 335 PUT,single,bearish trend,"sold early, emotional entry, averaged down, rigid tp exit",444.0,0.10813444,2025-08-29,10:16:07 EDT,missed runner,,1.31023102,,-734.1,438.4,4.817,6.492,0.73267327,,true,tech,"break and retest previous day, one candle strategy",short,Win,"",TSLA,,,0.0,0.0,"high conviction, day trade, stock",3.5,7.0,101.27737226
JPATrades,5254.7,6814.5,4.777,6.195,100.35,1554.6,5.993,2025-09-02 14:23:00 UTC,2025-09-02,09:53:34 EDT,0.0,978.064,"calm & disciplined, confident, trigger happy",4.75,7,6.08,1560.0,-195.0,0.0,2025-09-12 160 CALL,single,bearish trend,late entry,1560.0,0.29686013,2025-09-02,09:37:16 EDT,"high risk-reward, profitable scale-out, flipped bias quickly",,,,-59.7,1596.4,4.723,6.204,8.0,,true,"chip, tech",break and retest 5 m,long,Win,"",AMD,,,0.0,0.0,"day trade, stock",5.0,11.0,97.71986971
JPATrades,5766.0,775.0,0.372,0.05,,-5004.5,,,2025-09-02,09:58:48 EDT,0.0,518991.296,"tilt, revenge, overconfident",3.06,22,0.05,-4998.0,-3448.0,0.0,2025-09-05 190 CALL,single,bullish trend,"oversized, no plan, low risk-reward, ignored plan, stop not honored, averaged down, emotional entry",-4998.0,-0.86575437,2025-08-27,09:48:57 EDT,"",,,,-2806.5,69.0,0.045,3.75,-1.44953596,,true,"chip, tech","earnings, news, 20 day simple bounce",long,Loss,"",NVDA,,,0.0,0.0,"callout, swing trade, stock, idea trade",0.5,155.0,-178.08658471
JPATrades,611.0,594.0,6.11,5.94,,132.0,7.43,2025-09-02 15:25:00 UTC,2025-09-02,10:57:52 EDT,0.0,155.829,"calm & disciplined, confident",6.11,2,5.94,-17.0,-21.0,0.0,2025-09-12 637 PUT,single,bearish trend,"",-17.0,-0.02782324,2025-09-02,10:55:16 EDT,missed runner,,,,-17.0,6.0,5.94,6.17,-0.80952381,,true,"",failure,short,Loss,"",SPY,,,0.0,0.0,"day trade, etf",4.5,1.0,-100.0
JPATrades,2260.0,2000.0,5.65,5.0,,238.8,6.247,2025-09-02 14:08:00 UTC,2025-09-02,11:47:27 EDT,0.0,7716.981,"calm & disciplined, confident",5.65,2,5.0,-260.0,-160.0,0.0,2025-09-12 285 CALL,single,bearish trend,"stop not honored, missed exit",-260.0,-0.11504425,2025-09-02,09:38:50 EDT,"",,,,-279.6,432.0,4.951,6.73,-1.625,,true,"chip, tech",break and retest 5 m,long,Loss,"",SMH,,,0.0,0.0,"day trade, etf, high conviction",3.0,4.0,-92.98998569
JPATrades,5230.5,4830.0,3.487,3.22,,-295.0,,,2025-09-03,09:55:46 EDT,0.0,527.648,"greedy, fomo, overconfident, trigger happy",3.47,3,3.22,-400.0,-430.0,0.0,2025-09-12 235 CALL,single,bullish trend,"averaged up, emotional entry, oversized",-400.0,-0.07648184,2025-09-03,09:46:58 EDT,acknowledged mistake quickly,,,,-475.0,50.0,3.17,3.52,-0.93023256,,true,small caps,break and retest previous day,long,Loss,"",IWM,,,0.0,0.0,"day trade, etf",3.0,15.0,-84.21052632
JPATrades,343.0,328.0,3.43,3.28,,-17.0,,,2025-09-03,10:07:03 EDT,0.0,342.664,calm & disciplined,3.43,2,3.28,-15.0,-18.0,0.0,2025-09-12 235 CALL,single,bullish trend,late entry,-15.0,-0.04373178,2025-09-03,10:01:20 EDT,acknowledged mistake quickly,,,,-15.0,12.0,3.28,3.55,-0.83333333,,true,small caps,break and retest 5 m,long,Loss,"",IWM,,,0.0,0.0,"etf, day trade",4.0,1.0,-100.0
JPATrades,4587.0,5000.0,4.587,5.0,80.51,513.0,5.089,2025-09-03 14:29:00 UTC,2025-09-03,10:43:22 EDT,0.0,3555.188,"calm & disciplined, hesitant",4.55,5,5.0,413.0,-137.0,0.0,2025-09-12 162 CALL,single,bullish trend,"late entry, missed exit, averaged up",413.0,0.09003706,2025-09-03,09:44:07 EDT,"lucky, high risk-reward",,,,-135.0,561.0,4.452,5.148,3.01459854,,true,"chip, tech","break and retest 5 m, break and retest previous day",long,Win,"",AMD,,,0.0,0.0,"day trade, stock, high conviction",3.5,10.0,73.61853832
JPATrades,4527.9,4743.0,5.031,5.27,44.33,485.0,5.57,2025-09-04 14:43:00 UTC,2025-09-04,09:45:29 EDT,0.0,392.943,"greedy, fomo",5.0,3,5.27,215.0,-73.0,0.0,2025-09-12 645 CALL,single,bullish trend,"oversized, averaged up",215.0,0.04748233,2025-09-04,09:38:56 EDT,"lucky, high risk-reward",,,,-82.0,233.0,4.94,5.29,2.94520548,,true,"",break and retest 5 m,long,Win,"",SPY,,,0.0,0.0,"day trade, etf, idea trade",4.0,9.0,92.27467811
JPATrades,5524.5,5904.0,3.683,3.936,103.41,366.5,,,2025-09-04,14:08:07 EDT,0.0,16372.021,"overconfident, fomo, greedy, blind faith, tilt",3.7,14,3.9,379.0,-275.0,0.0,2025-09-12 235 CALL,single,bullish trend,"stop not honored, oversized, emotional entry",379.0,0.06859729,2025-09-04,09:35:15 EDT,lucky,,,,-1412.0,458.4,2.354,4.014,1.37818182,,true,cyclicals,gap and go,long,Win,"",AMZN,,,0.0,0.0,"stock, day trade",2.0,15.0,82.67888307
JPATrades,5540.0,6100.0,2.77,3.05,-933.33,-60.0,,,2025-09-05,09:38:45 EDT,0.0,376.373,"calm & disciplined, fomo",2.77,2,3.05,560.0,-200.0,0.0,2025-09-12 239 CALL,single,bullish trend,"early entry, sold early",560.0,0.10108303,2025-09-05,09:32:29 EDT,missed runner,,,,-220.0,560.0,2.66,3.05,2.8,,true,small caps,"gap and go, break and retest pm",long,Win,"",IWM,,,0.0,0.0,"day trade, etf, high conviction",4.0,20.0,100.0
JPATrades,5070.0,5430.0,8.45,9.05,-93.75,-384.0,,,2025-09-05,09:53:44 EDT,0.0,532.481,"calm & disciplined, confident",8.5,3,9.05,360.0,-270.0,0.0,2025-09-12 355 CALL,single,bullish trend,"low risk-reward, late entry",360.0,0.07100592,2025-09-05,09:44:51 EDT,lucky,,,,-330.0,396.0,7.9,9.11,1.33333333,,true,tech,"break and retest 5 m, gap and go",long,Win,"",TSLA,,,0.0,0.0,"day trade, stock, high conviction",4.0,6.0,90.90909091
JPATrades,177.0,183.0,1.77,1.83,10.53,57.0,2.538,2025-09-05 15:44:00 UTC,2025-09-05,11:58:48 EDT,0.0,2656.441,calm & disciplined,1.77,2,1.83,6.0,-7.0,0.0,2025-09-08 646 CALL,single,bullish trend,sold late,6.0,0.03389831,2025-09-05,11:14:31 EDT,acknowledged mistake quickly,,,,-3.5,76.8,1.735,2.538,0.85714286,,true,"",20 day simple bounce,long,Win,"",SPY,,,0.0,0.0,"callout, etf, day trade, idea trade",3.5,1.0,7.8125
JPATrades,78.0,30.0,0.78,0.3,,53.0,1.288,2025-09-05 16:56:00 UTC,2025-09-05,13:50:08 EDT,0.0,3837.853,"greedy, boredom, blind faith",0.78,2,0.3,-48.0,-48.0,0.0,2025-09-05 342 CALL,single,bullish trend,"",-48.0,-0.61538462,2025-09-05,12:46:10 EDT,acknowledged mistake quickly,,,,-50.1,50.8,0.279,1.288,-1.0,,true,"chip, tech","earnings, gap and go",long,Loss,"",AVGO,,,0.0,0.0,"day trade, callout, stock",3.0,1.0,-95.80838323
JPATrades,5000.0,5920.0,10.0,11.84,115.0,800.0,10.644,2025-09-08 14:39:00 UTC,2025-09-08,10:10:58 EDT,0.0,1650.014,"calm & disciplined, confident",10.0,3,11.3,920.0,-300.0,1500.0,2025-09-19 350 CALL,single,bullish trend,"",920.0,0.184,2025-09-08,09:43:28 EDT,"profitable scale-out, high risk-reward",,5.0,,-129.5,1147.4,9.171,12.437,3.06666667,,true,"chip, tech",break and retest 5 m,long,Win,"",AVGO,,,0.0,0.0,"day trade, high conviction, stock",4.5,5.0,80.18127941
JPATrades,1140.0,1200.0,11.4,12.0,31.58,190.0,13.402,2025-09-08 15:22:00 UTC,2025-09-08,10:13:20 EDT,0.0,1277.158,boredom,11.4,2,12.0,60.0,-90.0,0.0,2025-09-19 352 PUT,single,bearish trend,"low risk-reward, late entry, sold early",60.0,0.05263158,2025-09-08,09:52:03 EDT,missed runner,,,,-122.3,75.5,10.177,12.155,0.66666667,,true,tech,break and retest 5 m,short,Win,"",TSLA,,,0.0,0.0,"day trade, stock",2.0,1.0,79.47019868
JPATrades,5704.8,7356.0,4.754,6.13,61.26,2695.0,6.37,2025-09-09 15:40:00 UTC,2025-09-09,12:03:45 EDT,0.0,8998.82,"overconfident, greedy, fomo",4.75,4,6.13,1651.0,-785.0,0.0,2025-09-19 160 CALL,single,bullish trend,"sold early, low risk-reward, averaged down, ignored plan, oversized",1651.0,0.28939527,2025-09-09,09:33:46 EDT,"missed runner, lucky",,,,-1160.6,1939.0,3.787,6.37,2.10318471,,true,tech,"50 day simple bounce, break and retest previous day",long,Win,"",PLTR,,,0.0,0.0,"day trade, high conviction, stock",3.0,12.0,85.14698298
JPATrades,750.0,810.0,3.75,4.05,24.39,246.0,5.05,2025-09-10 15:07:00 UTC,2025-09-10,09:39:32 EDT,0.0,129.336,"calm & disciplined, confident, trigger happy",3.75,2,4.05,60.0,-20.0,0.0,2025-09-19 177 CALL,single,bullish trend,sold early,60.0,0.08,2025-09-10,09:37:22 EDT,high risk-reward,,,,-24.0,80.0,3.63,4.15,3.0,,true,"chip, tech","20 day simple bounce, break and retest pm",long,Win,"",NVDA,,,0.0,0.0,"stock, high conviction, day trade",4.5,2.0,75.0
JPATrades,4980.0,5800.2,8.3,9.667,94.25,870.0,10.72,2025-09-10 17:25:00 UTC,2025-09-10,10:59:10 EDT,0.0,5077.316,"tilt, overconfident, greedy, fomo",8.3,3,10.0,820.0,-600.0,0.0,2025-09-19 355 CALL,single,"bullish trend, range","oversized, ignored plan, emotional entry, early entry, low risk-reward, stop not honored",820.0,0.16465863,2025-09-10,09:34:33 EDT,lucky,,,,-1380.0,870.0,6.0,10.5,1.36666667,,true,tech,break and retest previous day,long,Win,"",TSLA,,,0.0,0.0,"day trade, stock",2.5,6.0,94.25287356
JPATrades,225.0,144.0,0.125,0.08,,-72.0,,,2025-09-10,11:55:29 EDT,0.0,6496.248,"overconfident, greedy, fomo, trigger happy, blind faith",0.13,5,0.08,-81.0,-45.0,0.0,2025-09-26 30 CALL,single,"range, bullish trend","ignored plan, sold late",-81.0,-0.36,2025-09-10,10:07:13 EDT,"",,,,-81.0,0.0,0.08,0.13,-1.8,,true,"chip, tech","",long,Loss,"",INTC,,,0.0,0.0,"callout, day trade, stock, idea trade",1.0,18.0,-100.0
JPATrades,6682.5,7155.0,2.475,2.65,85.2,554.0,3.88,2025-09-11 19:28:00 UTC,2025-09-11,09:58:15 EDT,0.0,87738.137,"revenge, overconfident, tilt, greedy",2.81,8,2.65,472.0,-1553.0,0.0,2025-09-19 239 CALL,single,"bullish trend, range","oversized, averaged down, early entry, emotional entry, ignored plan, low risk-reward, no plan, stop not honored",472.0,0.07062696,2025-09-10,09:35:57 EDT,"missed runner, lucky",,,,-1742.0,661.0,1.83,2.74,0.30392788,,true,small caps,break and retest previous day,long,Win,"",IWM,,,0.0,0.0,"swing trade, day trade, etf",1.0,27.0,71.40695915
JPATrades,3368.0,3750.4,4.21,4.688,84.51,452.0,5.0,2025-09-11 15:08:00 UTC,2025-09-11,10:08:54 EDT,0.0,1403.798,fear of reversal,4.2,4,4.65,382.0,-88.0,0.0,2025-09-19 305 CALL,single,bullish trend,averaged up,382.0,0.11342043,2025-09-11,09:45:31 EDT,high risk-reward,,,,140.0,392.0,4.05,4.7,4.34090909,,true,"chip, tech",break and retest pm,long,Win,"",SMH,,,0.0,0.0,"etf, day trade",5.0,8.0,96.03174603
JPATrades,1220.1,1290.0,4.067,4.3,29.79,235.0,5.05,2025-09-11 15:48:00 UTC,2025-09-11,10:09:19 EDT,0.0,1227.815,"calm & disciplined, fear of reversal, trigger happy",4.05,3,4.3,70.0,-65.0,0.0,2025-09-19 120 CALL,single,bullish trend,"low risk-reward, sold early",70.0,0.05737705,2025-09-11,09:48:51 EDT,missed runner,,,,-113.0,85.0,3.69,4.35,1.07692308,,true,"finance, tech",break and retest 5 m,long,Win,"",HOOD,,,0.0,0.0,"day trade, stock",3.5,3.0,82.35294118
JPATrades,120.0,29.0,1.2,0.29,,-10.0,,,2025-09-11,13:51:39 EDT,0.0,10294.542,blind faith,1.2,2,0.29,-91.0,-60.0,0.0,2025-09-12 375 CALL,single,bullish trend,"sold late, no plan",-91.0,-0.75833333,2025-09-11,11:00:04 EDT,"",,,,-92.0,0.0,0.28,1.1,-1.51666667,,true,"chip, tech","",long,Loss,"",AVGO,,,0.0,0.0,"callout, day trade, stock",1.0,1.0,-98.91304348
JPATrades,2290.0,2500.0,4.58,5.0,15.44,1360.0,7.3,2025-09-12 18:47:00 UTC,2025-09-12,10:24:53 EDT,0.0,441.986,"calm & disciplined, confident",4.58,3,5.0,210.0,-40.0,0.0,2025-09-26 170 CALL,single,bullish trend,late entry,210.0,0.09170306,2025-09-12,10:17:31 EDT,"missed runner, high risk-reward",,,,0.0,225.0,4.58,5.03,5.25,,true,tech,break and retest 5 m,long,Win,"",PLTR,,,0.0,0.0,"day trade, stock, high conviction",5.0,5.0,93.33333333
JPATrades,9734.9,10850.0,13.907,15.5,89.85,1241.0,17.485,2025-09-12 17:55:00 UTC,2025-09-12,12:49:18 EDT,0.0,9273.334,"calm & disciplined, confident, overconfident",13.83,4,15.5,1115.0,-565.0,0.0,2025-09-26 755 CALL,single,"bullish trend, range","averaged up, sold early, low risk-reward",1115.0,0.11453518,2025-09-12,10:14:44 EDT,missed runner,,,,-655.3,1245.9,12.971,15.687,1.97345133,,true,tech,break and retest 5 m,long,Win,"",META,,,0.0,0.0,"stock, high conviction, day trade",3.5,7.0,89.49353881
JPATrades,6945.4,7219.8,4.961,5.157,66.18,414.0,5.682,2025-09-15 14:45:00 UTC,2025-09-15,09:50:59 EDT,0.0,1088.844,calm & disciplined,4.96,5,5.2,274.0,-86.0,0.0,2025-09-29 660 CALL,single,bullish trend,"sold early, averaged down",274.0,0.03944716,2025-09-15,09:32:50 EDT,"profitable scale-out, missed runner, high risk-reward",,,,-63.0,272.4,4.788,5.196,3.18604651,,true,"",break and retest pm,long,Win,"",SPY,,,0.0,0.0,"etf, day trade, high conviction",5.0,14.0,100.58737151
JPATrades,4784.0,5050.0,11.96,12.625,91.47,290.8,13.424,2025-09-15 15:00:00 UTC,2025-09-15,12:14:03 EDT,0.0,613752.098,"greedy, blind faith, overconfident, trigger happy",12.63,5,13.3,266.0,0.0,0.0,2025-09-19 770 CALL,single,bullish trend,"no plan, low risk-reward, ignored plan, emotional entry, averaged down, stop not honored",266.0,0.05560201,2025-09-08,09:44:51 EDT,lucky,,,,-1704.0,290.8,3.45,13.424,,,true,tech,break and retest 5 m,long,Win,"",META,,,0.0,0.0,"swing trade, stock",1.0,4.0,91.47180193
JPATrades,8670.0,9330.0,14.45,15.55,37.16,1776.0,19.45,2025-09-16 19:43:00 UTC,2025-09-16,09:45:00 EDT,0.0,63.465,"greedy, overconfident, calm & disciplined",14.45,2,15.55,660.0,-600.0,0.0,2025-09-26 775 CALL,single,"bullish trend, range","oversized, low risk-reward",660.0,0.07612457,2025-09-16,09:43:56 EDT,"",,,,-102.0,660.0,14.28,15.55,1.1,,true,tech,break and retest 5 m,long,Win,"",META,,,0.0,0.0,"stock, day trade",3.0,6.0,100.0
JPATrades,3297.8,3520.0,2.998,3.2,20.33,1092.0,4.624,2025-09-16 13:47:00 UTC,2025-09-16,09:47:00 EDT,0.0,86930.985,"blind faith, overconfident",3.08,6,3.2,222.0,-988.0,0.0,2025-09-26 240 CALL,single,"bullish trend, range","averaged down, early entry, emotional entry, ignored plan, low risk-reward, rigid tp exit, sold early, stop not honored",222.0,0.06731352,2025-09-15,09:38:09 EDT,"",,,,-998.0,1314.0,1.98,4.292,0.22469636,,true,tech,"",long,Win,"",AAPL,,,0.0,0.0,"day trade, swing trade, stock",1.0,11.0,16.89497717
JPATrades,950.0,1100.0,9.5,11.0,69.77,215.0,12.15,2025-09-16 19:36:00 UTC,2025-09-16,11:16:23 EDT,0.0,588.862,"calm & disciplined, confident",9.5,2,11.0,150.0,-60.0,0.0,2025-09-19 420 CALL,single,bullish trend,"",150.0,0.15789474,2025-09-16,11:06:34 EDT,high risk-reward,,,,-55.0,160.0,8.95,11.1,2.5,,true,tech,"break and retest 5 m, break and retest 15m",long,Win,"",TSLA,,,0.0,0.0,"stock, high conviction, day trade, idea trade",4.0,1.0,93.75
JPATrades,6300.0,6750.0,4.2,4.5,24.39,1845.0,5.43,2025-09-17 15:01:00 UTC,2025-09-17,09:36:49 EDT,0.0,316.805,"calm & disciplined, confident, trigger happy",4.2,2,4.5,450.0,-300.0,0.0,2025-09-29 239 CALL,single,bullish trend,"low risk-reward, emotional entry, sold early, rigid tp exit",450.0,0.07142857,2025-09-17,09:31:33 EDT,missed runner,,,,0.0,450.0,4.2,4.5,1.5,,true,small caps,"breakout, break and retest previous day",long,Win,"",IWM,,,0.0,0.0,"high conviction, day trade, etf",4.5,15.0,100.0
JPATrades,585.0,575.0,5.85,5.75,,137.0,7.22,2025-09-17 18:12:00 UTC,2025-09-17,09:43:10 EDT,0.0,46.644,"",5.85,2,5.75,-10.0,0.0,0.0,2025-09-26 290 PUT,single,"","",-10.0,-0.01709402,2025-09-17,09:42:23 EDT,"",,,,-10.0,40.0,5.75,6.25,,,false,"","",short,Loss,"",ORCL,,,0.0,0.0,"",,1.0,-100.0
JPATrades,4150.3,4725.0,5.929,6.75,36.42,1578.8,8.184,2025-09-18 14:00:00 UTC,2025-09-18,09:32:08 EDT,0.0,86071.752,"",6.07,4,6.75,575.0,0.0,0.0,2025-10-03 119 CALL,single,"","",575.0,0.13855422,2025-09-17,09:37:36 EDT,"",,,,-1105.0,1412.2,4.35,7.946,,,false,"","",long,Win,"",HOOD,,,0.0,0.0,"",,7.0,40.71661238
JPATrades,1330.0,1210.0,13.3,12.1,,15.0,13.45,2025-09-18 14:22:00 UTC,2025-09-18,09:53:05 EDT,0.0,51.713,"",13.3,2,12.1,-120.0,0.0,0.0,2025-10-03 800 CALL,single,"","",-120.0,-0.09022556,2025-09-18,09:52:13 EDT,"",,,,-120.0,0.0,12.1,13.3,,,false,"","",long,Loss,"",META,,,0.0,0.0,"",,1.0,-100.0
JPATrades,4400.0,5000.0,4.4,5.0,21.82,2750.0,7.15,2025-09-18 18:15:00 UTC,2025-09-18,09:53:44 EDT,0.0,471.088,"",4.4,3,5.0,600.0,0.0,0.0,2025-09-26 175 CALL,single,"","",600.0,0.13636364,2025-09-18,09:45:53 EDT,"",,,,-400.0,680.0,4.0,5.08,,,false,"","",long,Win,"",PLTR,,,0.0,0.0,"",,10.0,88.23529412
JPATrades,1490.0,1749.0,2.98,3.498,60.8,426.0,5.12,2025-09-18 19:31:00 UTC,2025-09-18,10:02:31 EDT,0.0,339.873,"",2.98,9,3.45,259.0,0.0,0.0,2025-09-29 242 CALL,single,"","",259.0,0.1738255,2025-09-18,09:56:51 EDT,"",,,,0.0,257.0,2.98,3.54,,,false,"","",long,Win,"",IWM,,,0.0,0.0,"",,5.0,100.77821012
JPATrades,143.0,116.0,1.43,1.16,,,,,2025-09-18,10:52:29 EDT,0.0,2366.264,"",1.43,2,1.16,-27.0,0.0,0.0,2025-09-29 248 CALL,single,"","",-27.0,-0.18881119,2025-09-18,10:13:02 EDT,"",,,,-27.7,8.8,1.153,1.518,,,false,"","",long,Loss,"",IWM,,,0.0,0.0,"",,1.0,-97.47292419
JPATrades,116.0,30.0,1.16,0.3,,,,,2025-09-19,09:38:40 EDT,0.0,66166.45,"",1.16,2,0.3,-86.0,0.0,0.0,2025-09-19 160 CALL,single,"","",-86.0,-0.74137931,2025-09-18,15:15:54 EDT,"",,,,-88.7,0.0,0.273,1.09,,,false,"","",long,Loss,"",AMD,,,0.0,0.0,"",,1.0,-96.95603157
JPATrades,3284.8,4980.0,4.106,6.225,97.86,1732.1,6.771,2025-09-19 18:13:00 UTC,2025-09-19,14:08:57 EDT,0.0,16468.549,"",4.19,5,6.4,1695.0,0.0,0.0,2025-10-03 242 CALL,single,"","",1695.0,0.51598174,2025-09-19,09:34:29 EDT,"",,,,-562.6,889.0,3.224,6.62,,,false,"","",long,Win,"",AAPL,,,0.0,0.0,"",,8.0,190.66366704
JPATrades,4500.0,4887.0,4.5,4.887,75.75,510.9,6.439,2025-09-22 15:01:00 UTC,2025-09-22,10:01:33 EDT,0.0,1610.241,"",4.4,7,5.2,387.0,0.0,0.0,2025-10-10 252 CALL,single,"","",387.0,0.086,2025-09-22,09:34:43 EDT,"",,,,-305.0,635.8,4.176,5.333,,,false,"","",long,Win,"",AAPL,,,0.0,0.0,"",,10.0,60.86819755
JPATrades,405.0,239.0,4.05,2.39,,,,,2025-09-22,11:04:47 EDT,0.0,5536.129,"",4.05,2,2.39,-166.0,0.0,0.0,2025-09-26 182 CALL,single,"","",-166.0,-0.40987654,2025-09-22,09:32:31 EDT,"",,,,-167.9,0.0,2.371,3.703,,,false,"","",long,Loss,"",PLTR,,,0.0,0.0,"",,1.0,-98.86837403
JPATrades,8030.4,10560.0,6.692,8.8,100.0,2530.0,8.8,2025-09-22 14:00:00 UTC,2025-09-22,11:39:04 EDT,0.0,266724.359,"",6.88,3,8.8,2530.0,0.0,0.0,2025-10-03 170 CALL,single,"","",2530.0,0.31506849,2025-09-19,09:33:40 EDT,"",,,,-725.6,2530.0,6.087,8.8,,,false,"","",long,Win,"",MU,,,0.0,0.0,"",,12.0,100.0
JPATrades,491.1,591.0,1.637,1.97,71.17,140.5,2.105,2025-09-23 16:47:00 UTC,2025-09-23,12:50:00 EDT,0.0,85546.81,"",1.89,3,1.97,100.0,0.0,0.0,2025-10-03 172 CALL,single,"","",100.0,0.20366599,2025-09-22,13:04:13 EDT,"",,,,-80.9,140.5,1.367,2.105,,,false,"","",long,Win,"",AMD,,,0.0,0.0,"",,3.0,71.17437722
JPATrades,6400.0,6400.0,6.4,6.4,,759.0,7.159,2025-09-24 13:00:00 UTC,2025-09-24,09:30:20 EDT,0.0,86238.876,"",6.4,2,6.4,0.0,0.0,0.0,2025-10-10 127 CALL,single,"","",0.0,0.0,2025-09-23,09:33:01 EDT,"",,,,-1150.0,759.0,5.25,7.159,,,false,"","",long,BE,"",HOOD,,,0.0,0.0,"",,10.0,0.0
JPATrades,4000.0,4880.0,5.0,6.1,,,,,2025-09-24,09:30:28 EDT,0.0,86154.876,"",5.0,3,6.1,880.0,0.0,0.0,2025-10-10 165 CALL,single,"","",880.0,0.22,2025-09-23,09:34:33 EDT,"",,,,-360.0,949.2,4.25,6.446,,,false,"","",long,Win,"",AMD,,,0.0,0.0,"",,8.0,92.70965023
